avganncount,avgdeathsperyear,target_deathrate,incidencerate,medincome,popest2015,povertypercent,studypercap,binnedinc,medianage,medianagemale,medianagefemale,geography,percentmarried,pctnohs18_24,pcths18_24,pctsomecol18_24,pctbachdeg18_24,pcths25_over,pctbachdeg25_over,pctemployed16_over,pctunemployed16_over,pctprivatecoverage,pctprivatecoveragealone,pctempprivcoverage,pctpubliccoverage,pctpubliccoveragealone,pctwhite,pctblack,pctasian,pctotherrace,pctmarriedhouseholds,birthrate
115.0,50,194.4,502.6,50750,14616,12.6,0.0,"(48021.6, 51046.4]",47.5,46.3,48.5,"Carroll County, Illinois",56.1,15.2,40.6,,7.7,43.3,11.2,55.7,8.1,70.5,50.6,43.0,38.6,17.6,95.74567868,1.226048506,0.42208227299999995,0.850864264,51.66994106,4.903978052
74.0,33,195.3,448.2,46289,12847,13.2,0.0,"(45201, 48021.6]",39.2,37.1,41.2,"Cass County, Illinois",51.1,16.0,45.2,,6.4,46.5,9.8,59.5,8.5,69.9,54.5,48.7,34.1,18.8,89.45224083,3.5008299380000003,0.24898144,4.496755696,49.13461538,4.770134808
781.0,267,152.5,450.2,47966,208861,22.6,588.9084128,"(45201, 48021.6]",29.3,28.2,30.7,"Champaign County, Illinois",39.3,4.3,14.3,,14.3,22.8,22.3,59.6,6.5,77.3,65.5,54.5,24.6,13.5,73.38384378,12.5880855,9.985128738,0.978295734,39.72870157,3.4671907039999996
245.0,95,196.0,535.2,46870,33642,14.4,0.0,"(45201, 48021.6]",42.0,40.4,44.3,"Christian County, Illinois",51.1,17.2,43.0,,4.7,44.1,9.6,54.6,5.4,70.2,52.6,46.0,38.5,19.5,96.37426901,1.684210526,0.526315789,0.18128655,47.89838008,4.048467569
100.0,45,199.1,467.0,50645,15979,13.9,0.0,"(48021.6, 51046.4]",43.4,42.1,44.0,"Clark County, Illinois",57.0,11.9,36.9,,11.0,38.2,12.1,57.7,8.5,63.6,44.8,37.8,43.6,24.4,97.27705922,0.31561359,0.43319512299999996,0.5383996529999999,54.15977133,5.790960452
97.0,37,190.0,521.0,45709,13428,13.6,0.0,"(45201, 48021.6]",42.8,42.1,44.4,"Clay County, Illinois",56.5,17.7,37.1,33.7,11.5,38.6,11.1,57.7,6.7,62.2,41.9,35.9,46.2,24.8,97.74701811,0.5448387570000001,0.16197909,0.0,54.57013575,6.40518172
210.0,78,167.0,475.8,60556,37786,9.9,0.0,"(54545.6, 61494.5]",40.1,38.5,42.2,"Clinton County, Illinois",53.0,17.4,25.4,,8.6,32.7,15.2,62.7,4.9,80.2,63.6,55.3,28.1,12.4,93.88067178,3.4459120989999996,0.54312004,0.51675499,57.13255445,3.719306692
267.0,108,176.1,464.1,41319,52521,22.9,476.0000762,"(40362.7, 42724.4]",33.3,32.5,34.1,"Coles County, Illinois",42.0,6.4,14.8,,11.2,32.2,14.1,55.9,9.7,69.2,53.8,45.8,34.3,19.1,92.93323529,3.459848785,1.004958802,0.18289118899999998,43.22746048,4.437890116
24965.0,9445,177.0,470.8,55058,5238216,17.1,371.1187168,"(54545.6, 61494.5]",35.9,34.7,37.1,"Cook County, Illinois",41.9,14.9,26.7,,15.5,24.0,21.5,59.0,10.7,61.5,,46.3,32.6,22.0,56.84258229,23.98259642,6.772830076,9.847732972000001,41.00879123,4.9948808389999995
139.0,52,191.5,536.7,45889,19414,15.2,0.0,"(45201, 48021.6]",42.4,40.8,44.7,"Crawford County, Illinois",52.9,18.1,29.3,46.9,5.7,33.6,11.9,52.1,6.8,68.1,50.2,43.4,38.3,19.7,92.93792539,3.561741978,0.404278184,0.204697815,53.84514436,3.962879358
69.0,30,201.4,489.0,49567,10898,12.2,0.0,"(48021.6, 51046.4]",41.6,40.7,42.7,"Cumberland County, Illinois",56.1,14.0,36.1,40.3,9.5,37.2,9.8,56.7,7.4,68.1,51.5,44.1,40.1,21.7,98.11751805,0.210180024,0.849858357,0.0,55.08120649999999,6.796116505
437.0,155,171.7,485.5,56536,104352,14.7,19.16590003,"(54545.6, 61494.5]",30.3,29.9,30.9,"DeKalb County, Illinois",41.4,5.6,20.4,,10.6,26.3,18.6,61.7,10.4,73.3,,51.9,27.0,16.0,83.73185107,6.914562269,2.444774546,4.381618669,45.12060962,4.533178353
109.0,43,195.5,512.9,55193,16247,10.9,0.0,"(54545.6, 61494.5]",42.8,40.9,44.7,"De Witt County, Illinois",56.5,16.7,44.7,,8.3,38.6,13.7,61.0,7.7,72.5,,46.3,35.9,17.7,96.18623383,0.5003661220000001,0.07322431,1.122772761,52.67543860000001,8.025966362
114.0,44,177.5,475.1,52526,19823,10.0,0.0,"(51046.4, 54545.6]",38.3,37.6,39.4,"Douglas County, Illinois",57.7,29.6,29.7,,7.1,36.2,13.5,61.5,6.1,64.6,,43.3,31.4,15.8,96.44406335,0.48421265,0.640572985,1.144961162,55.88080861,6.28798504
4427.0,1457,152.7,461.9,80037,933736,7.9,214.19330519999997,"(61494.5, 125635]",38.8,37.4,40.2,"DuPage County, Illinois",55.6,10.1,26.3,,18.0,19.0,28.3,65.1,7.0,79.0,67.4,59.8,22.8,11.7,79.4271785,4.707376947,10.82961097,2.3855023369999997,57.95795707,4.7832766719999995
118.0,48,177.0,461.5,45485,17664,15.1,0.0,"(45201, 48021.6]",43.4,41.9,45.1,"Edgar County, Illinois",56.3,17.6,36.4,,6.1,39.2,12.5,,9.6,67.2,48.6,43.2,40.8,21.1,98.17696754,0.550244553,0.383503779,0.005558026,52.358735100000004,6.41025641
48.0,19,189.9,517.6,46894,6534,11.6,0.0,"(45201, 48021.6]",43.7,41.6,44.9,"Edwards County, Illinois",55.1,12.0,26.5,,7.3,36.8,8.0,56.0,8.3,69.3,49.9,42.5,39.9,20.0,97.60866296,0.556474658,0.225597834,0.0,52.20825853,9.853733641
748.0,187,129.9,480.8,86413,212438,6.3,47.07255764,"(61494.5, 125635]",38.0,37.3,38.4,"Forsyth County, Georgia",62.6,19.3,30.2,39.2,11.3,19.3,31.1,63.7,6.2,79.6,69.9,61.5,16.8,8.1,84.90389123,2.905684992,8.280335922,1.704580199,70.02327635,5.246691229
140.0,58,198.3,493.5,38055,22311,24.4,0.0,"(37413.8, 40362.7]",40.9,39.6,42.8,"Franklin County, Georgia",52.6,19.2,37.6,,3.0,38.3,8.0,45.0,8.4,53.3,38.2,34.5,42.7,24.7,85.45906829,9.60651289,0.732700136,2.9760289460000005,52.2945571,6.796906797
3906.0,1311,165.3,476.5,55516,1010562,17.4,267.1780653,"(54545.6, 61494.5]",34.8,33.9,35.7,"Fulton County, Georgia",38.3,13.3,21.6,,15.5,18.0,30.0,60.6,9.9,67.8,58.2,50.2,24.6,15.1,45.64891051,44.06216873,6.309666705,1.48734174,36.35648244,4.41557191
156.0,51,136.4,408.2,40010,29400,19.7,0.0,"(37413.8, 40362.7]",45.1,44.2,45.9,"Gilmer County, Georgia",59.3,25.4,42.9,28.9,2.8,35.5,10.9,46.7,10.0,51.5,35.1,27.8,41.1,22.7,92.35517734,1.1962473409999999,0.44990060299999995,4.600146479,58.65270824,6.54966528
18.0,9,211.1,488.4,39643,3065,19.4,0.0,"(37413.8, 40362.7]",40.0,38.6,43.0,"Glascock County, Georgia",54.7,14.5,51.7,,3.3,44.6,5.1,56.2,7.1,66.6,50.8,48.0,27.8,12.9,88.37058633,6.932296728,0.0,0.29154519,57.98394291,0.855920114
432.0,168,168.9,449.1,46737,83579,19.3,23.92945596,"(45201, 48021.6]",40.5,39.5,41.5,"Glynn County, Georgia",48.9,20.5,39.8,,5.4,28.2,16.4,56.2,9.3,58.7,43.3,35.5,36.2,20.2,66.78247679,25.66213621,1.186645951,3.006985308,46.22883848,5.647184414
266.0,105,191.7,478.8,43880,56574,17.8,0.0,"(42724.4, 45201]",37.0,35.5,38.6,"Gordon County, Georgia",53.8,27.2,36.2,33.9,2.8,35.7,8.1,54.4,8.3,56.1,45.5,41.0,33.9,21.4,90.25568538,4.525040706,1.082502818,2.52822559,55.57090946,6.428197261
124.0,58,199.1,434.1,35237,25205,26.2,0.0,"(34218.1, 37413.8]",39.1,36.7,41.2,"Grady County, Georgia",47.3,20.8,38.3,,0.8,36.8,7.4,47.7,10.5,44.2,32.3,26.0,43.4,27.9,64.72685497,28.73667948,0.348611496,4.072416115,47.69147789,3.794871795
115.0,43,177.8,464.0,42823,16710,24.4,0.0,"(42724.4, 45201]",47.6,45.8,49.4,"Greene County, Georgia",52.7,19.9,37.8,,7.4,35.6,12.7,44.5,6.8,54.8,32.5,26.6,44.2,23.0,59.1941706,36.3419264,0.7103055540000001,2.779988978,50.23110183,6.786885246000001
2732.0,808,146.1,439.6,59858,895823,13.4,35.72134227,"(54545.6, 61494.5]",414.0,33.3,35.6,"Gwinnett County, Georgia",52.2,17.2,31.8,,9.5,23.4,23.3,63.6,8.3,65.2,56.4,49.1,21.8,13.8,52.2409495,25.37027166,11.02167745,8.122350838,56.50014415,4.8376771430000005
244.0,94,180.5,477.0,40994,43996,15.3,0.0,"(40362.7, 42724.4]",38.8,38.1,39.3,"Habersham County, Georgia",53.7,20.0,36.2,38.0,5.8,34.0,10.1,49.1,7.7,60.3,46.1,41.1,33.8,18.2,87.82364969,3.848186183,2.196337905,4.293886553,57.34660926,6.010723356000001
844.0,270,153.5,482.4,52238,193535,16.8,258.3512026,"(51046.4, 54545.6]",35.6,34.4,36.6,"Hall County, Georgia",52.2,20.6,36.3,,3.8,28.1,14.2,58.8,7.5,61.5,49.3,43.8,29.4,17.1,82.72845314,7.546456928,1.7470571959999999,5.992571149,56.16692476,6.393153226
43.0,20,160.6,349.7,26309,8551,35.3,0.0,"[22640, 34218.1]",43.9,41.2,47.8,"Hancock County, Georgia",30.2,46.6,35.4,,4.0,40.6,5.9,28.6,14.6,54.8,37.8,30.4,45.1,24.5,24.53552528,73.22373607,0.39409976399999996,1.3962391619999999,33.64120782,3.166561115
162.0,69,213.9,500.5,40387,28854,18.8,138.6289596,"(40362.7, 42724.4]",40.3,37.9,41.4,"Haralson County, Georgia",55.2,19.9,39.5,,6.1,37.7,8.4,49.6,12.3,58.0,45.5,42.7,36.9,22.6,91.40556625,4.908104323,0.773674077,1.046735515,55.69738191,6.089508437
160.0,51,139.4,417.0,66249,33381,9.5,59.91432252,"(61494.5, 125635]",43.1,42.2,44.0,"Harris County, Georgia",56.7,14.2,25.1,52.4,8.3,27.4,15.7,56.9,8.0,73.7,56.0,47.0,28.8,13.6,78.50256285,16.30461313,0.89394679,0.430192824,62.51512532,5.808219178
146.0,61,166.4,425.6,38564,25534,21.4,0.0,"(37413.8, 40362.7]",43.2,40.8,44.7,"Hart County, Georgia",52.9,27.7,41.0,,5.1,37.9,8.4,46.8,6.2,55.6,42.2,37.8,38.8,21.8,77.32371166,19.97411562,0.396109499,1.682484901,50.878955299999994,8.220466516
62.0,24,178.8,475.7,41348,11539,19.0,0.0,"(40362.7, 42724.4]",40.1,39.7,40.5,"Heard County, Georgia",52.2,28.4,30.1,36.2,5.3,43.2,6.7,49.6,12.1,53.3,41.8,37.4,39.7,26.3,87.07928037,9.830420935,0.034432297,0.025824222999999997,51.36070111,5.545147996
825.0,280,175.9,477.6,60388,217739,13.7,13.77796353,"(54545.6, 61494.5]",36.3,34.9,37.5,"Henry County, Georgia",50.6,19.3,34.5,40.2,6.0,30.5,17.9,57.7,10.3,69.1,,49.7,26.0,15.3,52.71237566,39.24883695,3.034343205,1.734180567,54.53251946,3.860213737
576.0,225,174.0,437.6,53027,150033,17.2,6.665200323,"(51046.4, 54545.6]",34.8,33.3,36.1,"Houston County, Georgia",51.7,13.5,36.7,,6.2,30.0,14.3,56.6,9.7,69.3,52.8,40.9,29.7,15.0,61.53215423,29.31896727,2.828488175,2.914549028,51.96295401,5.666906226
50.0,23,192.8,434.9,35955,9245,25.3,0.0,"(34218.1, 37413.8]",39.0,35.5,41.8,"Irwin County, Georgia",47.3,22.8,39.9,,6.1,44.2,5.0,42.3,6.8,48.5,35.4,32.4,43.1,27.6,68.56930272,28.47576531,0.085034014,0.56335034,49.2949111,5.6020942410000005
303.0,124,213.2,493.1,51931,63360,13.5,0.0,"(51046.4, 54545.6]",38.3,37.5,38.9,"Jackson County, Georgia",56.7,17.6,40.7,40.1,1.6,34.3,13.1,56.5,7.9,67.6,54.8,47.9,27.4,14.7,88.42885054,7.219146857999999,1.820253989,0.704982091,59.92968453,4.117165096
73.0,25,169.3,476.7,41818,13635,18.2,0.0,"(40362.7, 42724.4]",39.9,38.4,40.8,"Jasper County, Georgia",53.8,16.2,50.0,,2.6,40.2,7.3,51.7,12.7,55.5,,39.7,37.0,23.4,73.88361657,21.26829986,0.411976753,0.603251674,54.22316931,3.74722134
68.0,29,171.6,411.6,35235,14920,24.8,0.0,"(34218.1, 37413.8]",36.1,36.1,36.1,"Jeff Davis County, Georgia",54.9,46.4,22.7,,10.5,40.2,5.7,50.4,6.6,45.8,35.0,30.7,42.3,28.3,76.05070047,16.27084723,0.0,5.850567045,53.23834197,4.831625183
93.0,44,211.2,461.6,30835,16106,26.4,0.0,"[22640, 34218.1]",38.4,36.1,41.1,"Jefferson County, Georgia",41.6,31.6,35.7,,0.5,41.2,7.3,39.9,17.0,43.3,32.2,26.8,42.4,27.7,43.3675339,54.50714547,0.122144864,0.84279956,40.59765561,4.429860541
41.0,22,215.0,409.5,30678,8957,34.6,0.0,"[22640, 34218.1]",40.7,36.1,46.0,"Jenkins County, Georgia",37.6,31.3,28.8,36.0,3.9,36.8,7.5,43.9,10.3,44.9,,27.5,45.3,28.9,62.64290518,33.53508182,0.224164985,1.37861466,34.62088698,3.774792067
46.0,20,167.8,384.8,29818,9656,30.4,3935.376968,"[22640, 34218.1]",39.6,39.1,40.7,"Johnson County, Georgia",42.0,30.0,35.8,,1.5,39.3,5.1,48.3,9.0,52.2,40.4,34.1,39.8,24.8,62.57913008,34.55176639,1.8480702469999999,0.020420666,48.98454077,2.640934485
150.0,50,162.1,472.1,51749,28494,14.5,0.0,"(51046.4, 54545.6]",39.4,37.8,40.7,"Jones County, Georgia",52.5,18.9,40.7,,1.8,37.3,12.2,54.1,9.5,65.1,52.6,47.7,31.8,18.6,72.58333913,25.70812165,0.741178927,0.11483053800000001,56.32384273,3.929500144
103.0,42,204.1,506.7,40339,18201,21.3,0.0,"(37413.8, 40362.7]",38.6,39.1,37.9,"Lamar County, Georgia",45.3,19.8,27.4,,0.8,37.9,11.4,46.5,15.6,58.4,43.4,34.4,36.9,20.6,65.46317765,30.55095506,0.645909241,0.10489124400000001,49.75897994,4.34410443
43.0,20,209.2,429.4,37113,10312,23.9,0.0,"(34218.1, 37413.8]",33.6,34.2,33.2,"Lanier County, Georgia",48.5,25.9,26.4,,10.8,30.5,7.7,44.0,14.6,46.9,38.9,26.1,37.5,24.5,72.43102951,24.75247525,0.8074593870000001,0.9804863979999999,47.60237069,6.906534326
253.0,98,169.7,451.7,35807,47731,25.4,62.85223440000001,"(34218.1, 37413.8]",38.5,37.1,39.7,"Laurens County, Georgia",45.0,24.3,41.3,,3.8,43.6,7.7,45.5,6.6,57.4,43.9,40.0,39.0,22.8,61.32690139,36.13373429,1.052499687,0.325773713,45.14172336,4.598218303
132.0,44,192.8,520.4,64533,29202,11.8,0.0,"(61494.5, 125635]",36.7,35.9,37.3,"Lee County, Georgia",56.4,22.6,23.2,,10.0,28.6,13.7,59.1,7.2,73.5,60.6,52.2,24.5,14.1,75.03972915,19.8991225,2.318109583,0.72894355,61.04842736,5.414364641000001
185.0,65,170.3,425.5,41682,62467,17.2,0.0,"(40362.7, 42724.4]",27.6,26.5,28.9,"Liberty County, Georgia",54.1,10.7,45.3,,2.7,31.5,12.7,48.9,12.9,69.5,43.6,20.5,26.4,14.9,48.08232573,40.49389231,2.2118056090000002,4.172163844,51.98099638,9.713596622999999
42.0,21,196.7,383.2,39484,7673,17.9,0.0,"(37413.8, 40362.7]",47.2,46.2,47.8,"Lincoln County, Georgia",46.5,15.2,36.6,,6.1,42.2,7.4,48.9,9.3,58.6,,33.3,38.0,20.8,66.19170984,32.56476684,0.272020725,0.077720207,43.21167883,1.638311279
41.0,20,180.9,366.5,43193,17731,21.9,0.0,"(42724.4, 45201]",31.2,31.3,31.1,"Long County, Georgia",47.6,15.9,53.4,,1.7,36.9,10.8,46.6,15.6,60.5,45.1,29.0,31.3,21.8,64.73957077,23.37834579,1.326259947,5.58837714,51.32549332,5.82010582
457.0,167,180.9,485.0,38887,112865,24.5,70.88114119,"(37413.8, 40362.7]",29.4,28.4,30.4,"Lowndes County, Georgia",40.6,13.9,25.7,55.0,5.4,28.3,14.2,51.8,13.0,58.5,45.8,33.8,31.5,19.3,57.79175464,36.12801781,1.741119935,1.628048727,42.70748576,6.143722717999999
169.0,50,158.1,536.1,44653,31408,18.6,0.0,"(42724.4, 45201]",36.0,35.5,36.6,"Lumpkin County, Georgia",47.5,9.3,23.2,58.6,8.9,28.6,18.0,55.0,8.2,66.3,50.9,40.6,28.9,15.4,94.64441642,2.2638336409999997,0.278128133,0.417192199,50.8388959,3.5094339619999997
116.0,53,219.5,467.6,37413,21540,27.6,0.0,"(34218.1, 37413.8]",38.2,37.1,38.7,"McDuffie County, Georgia",48.4,35.2,27.4,,2.3,38.6,9.2,50.0,9.5,54.9,36.4,31.9,37.9,21.3,56.31081457,41.81262163,0.05560189,0.95449912,47.41114254,5.374121538
69.0,28,143.9,351.3,37603,13969,23.3,0.0,"(37413.8, 40362.7]",47.6,46.8,47.6,"McIntosh County, Georgia",47.8,3.3,51.6,,2.1,35.8,7.9,,8.8,54.3,39.0,32.6,42.1,23.5,61.53351895,34.87541943,0.207039337,1.34218605,45.9592145,2.708877285
74.0,34,214.9,460.3,29430,13632,34.1,0.0,"[22640, 34218.1]",40.5,40.1,42.7,"Macon County, Georgia",34.5,43.7,25.1,,1.8,37.8,5.3,38.3,18.7,49.2,,30.0,40.8,22.4,36.81737273,59.49448202,1.5806336769999998,0.825916696,37.7028181,6.381381381000001
168.0,71,227.2,534.0,45557,28441,19.7,0.0,"(45201, 48021.6]",40.2,39.6,40.6,"Madison County, Georgia",50.8,18.6,35.9,38.1,7.4,39.9,8.8,50.8,8.7,59.0,46.9,40.3,34.9,21.3,85.08784358,8.98271465,1.2220175690000001,3.3472655139999996,52.26091221,5.50827789
39.0,17,159.3,373.2,36055,8761,25.9,0.0,"(34218.1, 37413.8]",500.4,41.4,42.1,"Marion County, Georgia",44.1,29.4,41.2,,6.8,37.5,7.0,45.9,14.3,56.5,37.1,30.2,36.4,17.3,58.77102643,31.53678911,0.125872525,5.675706602999999,43.53518822,12.64845606
125.0,49,173.9,456.9,37243,21190,23.6,0.0,"(34218.1, 37413.8]",42.1,40.4,43.8,"Meriwether County, Georgia",48.7,35.9,30.1,28.9,5.1,39.0,5.9,45.0,12.8,51.2,,34.6,42.6,25.2,57.56679345,38.31056017,0.577546133,1.5542095130000002,47.19879139,6.365870002
36.0,17,200.8,450.6,35276,5854,25.1,0.0,"(34218.1, 37413.8]",41.0,40.3,43.7,"Miller County, Georgia",49.6,23.7,42.2,,3.4,40.3,8.1,50.6,6.5,52.6,38.6,33.3,43.6,26.8,68.66576819,31.06469003,0.0,0.101078167,46.04377104,2.32
131.0,46,179.7,511.7,32711,22574,32.6,0.0,"[22640, 34218.1]",37.6,35.3,40.5,"Mitchell County, Georgia",39.8,34.2,41.8,,1.3,39.8,7.6,43.8,13.5,46.6,,30.8,42.1,26.3,49.25158820000001,47.47193456,0.274127578,1.1095640070000001,41.19164619,7.192480588
145.0,45,139.2,461.6,53542,27103,14.8,0.0,"(51046.4, 54545.6]",41.9,39.9,43.9,"Monroe County, Georgia",51.1,25.7,31.8,,9.7,35.4,12.2,49.8,10.5,66.2,51.4,46.6,31.9,17.7,73.3605796,24.15381757,0.832249675,0.546163849,55.31781651,4.581280788
43.0,15,163.1,437.0,36436,8951,22.4,0.0,"(34218.1, 37413.8]",38.0,36.6,41.6,"Montgomery County, Georgia",45.1,18.4,27.5,,9.2,42.3,8.2,46.9,6.7,54.3,42.2,38.0,37.7,22.6,70.88537021,26.416146299999998,0.423728814,1.115075825,48.53503185,6.796116505
106.0,39,172.3,471.5,50295,18046,15.0,3657.320182,"(48021.6, 51046.4]",43.2,44.0,42.3,"Morgan County, Georgia",53.8,10.0,45.9,39.9,4.2,34.8,13.9,53.8,6.9,66.2,48.1,41.1,33.8,17.0,73.86033520000001,23.17877095,0.44134078200000004,0.56424581,56.46618884,3.7027832999999997
176.0,77,204.0,453.0,40976,39565,18.7,0.0,"(40362.7, 42724.4]",37.2,36.4,38.3,"Murray County, Georgia",54.4,24.8,34.1,,2.1,36.8,6.4,52.9,11.1,53.2,44.5,41.6,33.8,21.1,95.07880511,0.9162203999999999,0.43146113,2.169995685,54.97330711,3.893548721
947.0,362,190.0,504.8,41783,200579,21.9,174.4948374,"(40362.7, 42724.4]",33.5,31.5,35.5,"Muscogee County, Georgia",39.5,12.5,32.3,48.8,6.4,27.7,15.0,50.2,11.0,62.4,46.4,32.3,34.9,19.3,45.81820905,44.76770602,2.407569214,2.719624535,39.01594283,6.992367626
431.0,161,182.4,476.0,48058,105473,19.4,0.0,"(48021.6, 51046.4]",429.6,33.5,37.2,"Newton County, Georgia",44.4,22.2,33.9,,3.2,32.0,13.7,56.0,11.8,60.6,,42.8,33.6,20.9,53.90910419,41.73315797,1.0492474059999999,0.489064251,47.2359343,6.215613382999999
157.0,45,140.8,465.6,80631,35965,7.9,0.0,"(61494.5, 125635]",39.7,38.5,40.6,"Oconee County, Georgia",61.2,12.0,27.0,,6.9,21.3,22.2,61.5,5.0,80.6,67.6,59.0,20.4,8.7,88.93604651,5.898255814,3.9273255810000003,0.151162791,67.14646465,3.5936927030000003
81.0,27,150.6,455.9,46840,14871,15.8,0.0,"(45201, 48021.6]",42.4,41.4,43.3,"Oglethorpe County, Georgia",52.6,19.5,39.2,,9.7,36.1,10.0,53.9,5.3,62.2,49.6,40.5,35.3,20.0,77.93436819,16.19689542,0.313180828,1.756535948,54.51100686,6.672760512000001
542.0,173,173.2,495.4,63964,152238,10.7,6.568662226,"(61494.5, 125635]",35.1,34.1,35.8,"Paulding County, Georgia",57.5,14.2,39.2,,5.2,35.6,15.2,63.4,8.7,72.3,61.4,55.0,22.6,12.9,78.01085482,17.54613297,1.008141113,1.2428765259999999,61.33374058,4.002336389
135.0,60,222.3,487.9,40550,26720,21.7,2844.311377,"(40362.7, 42724.4]",34.7,33.1,35.5,"Peach County, Georgia",44.7,8.7,23.3,,5.0,30.1,13.2,52.7,11.3,60.9,43.7,37.0,33.9,17.6,47.53378129,45.70626892,1.063279923,4.862290482,46.71562217,2.8749468910000004
196.0,68,176.4,512.6,51047,30309,12.3,263.94800219999996,"(51046.4, 54545.6]",44.7,44.2,45.5,"Pickens County, Georgia",62.8,16.9,43.3,,4.7,30.8,15.9,52.3,8.3,68.0,50.3,41.7,34.5,15.8,95.3463349,1.4458641559999998,0.68930733,1.035642233,63.72496899,5.382482466
100.0,48,219.8,469.3,40526,19103,18.9,0.0,"(40362.7, 42724.4]",39.0,36.2,40.3,"Pierce County, Georgia",50.2,21.4,44.9,,2.8,39.3,7.7,,8.9,54.2,41.0,35.2,37.7,21.4,86.42653428,7.821907679,0.48589838399999996,2.070349636,51.56748911,7.704581719
90.0,41,224.3,472.0,50395,17941,13.7,0.0,"(48021.6, 51046.4]",38.9,38.5,39.7,"Pike County, Georgia",56.2,12.8,41.9,,3.9,39.2,9.7,52.4,10.4,65.2,52.4,44.8,28.0,15.5,87.31753874,11.2732989,0.381765102,0.179654166,62.30679741,3.4229267169999997
51.0,20,127.1,341.5,36128,11396,23.9,0.0,"(34218.1, 37413.8]",41.3,39.9,41.6,"Pulaski County, Georgia",41.2,21.9,41.6,,2.5,43.6,6.2,40.8,7.4,54.2,40.1,35.3,41.5,25.7,62.88179465,33.57204487,0.146678171,1.078515962,47.32708386,3.860242322
129.0,55,186.9,438.7,42125,21353,18.9,0.0,"(40362.7, 42724.4]",45.6,45.1,46.2,"Putnam County, Georgia",58.7,17.4,46.7,,5.1,39.0,12.4,53.7,6.3,61.9,,35.5,38.7,19.5,68.94149762,26.59198946,0.54595943,2.795688803,56.32238242,5.0571359110000005
20.0,10,250.0,527.2,29477,2302,29.5,0.0,"[22640, 34218.1]",49.2,46.8,52.2,"Quitman County, Georgia",40.2,11.8,53.9,,0.0,40.7,6.3,38.9,11.2,48.8,26.7,24.7,53.6,27.8,49.61306965,49.22613929,0.38693035299999995,0.0,38.52216749,8.61618799
114.0,44,169.0,466.6,38449,16281,20.6,0.0,"(37413.8, 40362.7]",47.8,47.1,48.7,"Rabun County, Georgia",55.1,25.9,37.6,,4.6,34.0,15.5,45.2,7.3,50.8,34.0,28.3,40.6,21.9,92.57346613,1.8873724330000001,0.7746219109999999,2.637403172,51.99587568,5.049875312
38.0,13,127.0,374.8,25807,7193,36.3,0.0,"[22640, 34218.1]",39.2,35.0,44.0,"Randolph County, Georgia",40.7,36.4,34.4,25.9,3.3,35.3,7.1,43.9,10.4,41.8,29.3,20.9,47.8,30.8,34.76418319,61.88653452,2.0779220780000003,0.15037594,39.83536149,10.85271318
903.0,392,197.6,453.5,36012,201793,26.0,535.2019148,"(34218.1, 37413.8]",33.3,31.6,35.6,"Richmond County, Georgia",35.2,20.0,38.0,,7.3,31.1,12.7,48.6,12.0,56.6,,32.6,38.9,23.4,39.07328196,54.83056868,1.706981435,1.15504419,34.5491049,6.251597303
373.0,131,162.1,437.7,48287,88856,17.3,0.0,"(48021.6, 51046.4]",37.5,35.6,39.3,"Rockdale County, Georgia",46.4,18.8,40.0,,5.8,31.2,17.4,55.9,11.2,62.2,49.3,44.0,28.6,15.8,44.24805238,49.2894213,1.9654549430000001,2.212862913,48.17540425,5.788659325
19.0,8,151.3,358.0,39601,5168,20.1,0.0,"(37413.8, 40362.7]",38.4,38.1,38.5,"Schley County, Georgia",53.4,15.6,28.3,,0.0,34.4,9.4,51.0,12.4,51.7,38.1,34.5,38.1,21.1,73.64998029,23.94560505,0.157666535,1.7737485219999998,51.72964343,6.255585344
82.0,39,214.9,475.8,34012,14162,26.2,353.0574778,"[22640, 34218.1]",40.0,37.8,41.7,"Screven County, Georgia",45.1,30.1,33.0,36.3,0.6,42.2,9.1,48.2,9.8,52.0,40.1,34.1,38.7,24.9,55.93411235,41.99633957,0.042235675,0.056314233,45.70888469,7.930489731000001
56.0,23,180.1,446.2,37672,8647,26.4,0.0,"(37413.8, 40362.7]",45.1,44.6,45.5,"Seminole County, Georgia",46.9,30.4,23.0,,3.4,40.3,9.0,,9.4,51.1,,31.3,43.1,25.7,64.15782871,33.49298666,0.547382826,0.570190444,47.7128143,2.387267905
361.0,139,196.2,511.1,35555,64051,27.4,0.0,"(34218.1, 37413.8]",38.2,36.3,40.0,"Spalding County, Georgia",44.8,25.8,34.4,36.8,2.9,36.5,10.0,47.2,12.4,54.3,41.6,37.0,39.8,23.9,63.07203357,32.89652905,0.919011163,1.097490332,45.6838491,5.051532411
158.0,70,213.1,476.6,36870,25586,20.9,0.0,"(34218.1, 37413.8]",41.2,40.0,42.2,"Stephens County, Georgia",54.9,25.0,28.2,,5.0,38.3,8.4,49.9,10.6,59.1,42.7,38.3,39.3,21.8,84.03981265,12.19750195,0.441061671,1.8579234969999998,57.56686236,7.3042044520000005
35.0,15,228.8,512.8,27635,5851,39.4,0.0,"[22640, 34218.1]",38.0,33.8,46.3,"Stewart County, Georgia",23.1,55.1,37.9,,0.0,35.6,8.7,29.3,14.5,41.3,28.2,23.6,47.1,27.9,29.77164281,48.68779823,1.653033402,17.53578732,22.99248989,2.584269663
